smiles,ESOL,group
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,training
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-2.404,training
CCCCCC(=O)OCC,-2.35,valid
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84,training
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47,training
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,test
C=CCCCCCC,-4.44,training
Cc1ccc(N)cc1,-1.21,training
Nc1nccs1,-0.36,training
CNC(=O)Oc1ccccc1,-1.803,training
CCCC(O)CC,-0.8,test
Oc1c2ccccc2cc2ccccc12,-4.73,training
Cc1ccc2cc3ccccc3cc2c1,-6.96,training
Cc1cccc(C)c1C,-3.2,valid
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,valid
CCCCCCCC(C)O,-2.74,training
CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,-3.35,training
CCCC(=O)CC,-0.83,valid
N#Cc1cc(Br)c(O)c(Br)c1,-3.33,training
Clc1ccc(-c2ccccc2)cc1Cl,-6.39,training
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,-4.873,training
Oc1cccc2ncccc12,-2.54,training
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14,test
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81,training
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,training
ClCBr,-0.89,training
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,training
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,test
NC(=O)NCc1ccccc1,-0.95,training
Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.483,test
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,training
OC1CCCCCC1,-0.88,valid
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-2.154,training
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,training
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,training
O=[N+]([O-])c1ccc(O)cc1,-0.74,training
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-6.307,training
C1CCOC1,0.49,training
Nc1ccccc1[N+](=O)[O-],-1.96,test
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28,training
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,training
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0,training
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,test
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.4110000000000005,training
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,training
Brc1ccc(Br)c(Br)c1,-4.5,training
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-3.952,valid
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.356,training
Cc1ccc(C(C)C)cc1O,-2.08,training
O=C1CSC(=S)N1,-1.77,training
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-3.083,training
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.259,test
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,valid
C1CCCCC1,-3.1,training
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-7.278,training
Cc1cc(Cl)ccc1N=CN(C)C,-2.86,training
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,training
CCCCCCCCO,-2.39,training
CCSCC,-1.34,training
ClCCCl,-1.06,valid
CCC(C)(C)Cl,-2.51,training
ClCCBr,-1.32,training
Nc1ccc([N+](=O)[O-])cc1,-2.37,training
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,-0.244,training
CCN1C(=O)c2cccnc2N(CC)c2ncccc21,-2.86,training
Clc1ccccc1,-2.38,training
C=CCCCCCCC,-5.05,training
Brc1ccc(I)cc1,-4.56,training
CCC(C)(O)CC,-0.36,training
CCCCCc1ccccc1,-4.64,training
NC(=O)NC1NC(=O)NC1=O,-1.6,training
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-4.571000000000001,training
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2,training
CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.184,training
Clc1cccc2ccccc12,-3.93,test
CCN1c2ccccc2C(=O)N(C)c2ccccc21,-4.749,valid
CCCCC(C)O,-0.89,training
CCCC1CCCC1,-4.74,test
CCOC(=O)c1cncn1C(C)c1ccccc1,-4.735,training
Oc1ccc(Cl)c(Cl)c1,-1.25,training
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.017000000000001,training
c1ccc2ocnc2c1,-1.16,valid
CCCCCO,-0.6,training
CCN(CC)c1ccccc1,-3.03,training
Fc1cccc(F)c1,-2.0,test
N#CCCCl,-0.29,training
CC(C)(C)Cc1ccccc1,-4.15,test
Clc1ccccc1I,-3.54,training
c1ccc2[nH]nnc2c1,-0.78,training
CNC(=O)Oc1cccc2c1OC(C)(C)C2,-2.8,training
Cc1cccc(C)c1O,-1.29,training
CC(C)C(C)O,-0.18,training
OC(c1ccccc1)c1ccccc1,-2.55,training
CCCCCCCCCC(=O)OC,-4.69,training
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31,training
CC(C)CBr,-2.43,training
CCI,-1.6,test
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-1.95,training
CCCCCCBr,-3.81,training
CCCC(C)C,-3.74,training
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,training
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,-2.73,training
O=[N+]([O-])c1ccc(C=NO)o1,-2.19,valid
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.003,training
Nc1nc[nH]n1,0.522,training
BrC(Br)Br,-1.91,training
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,training
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,-5.233,test
OCc1ccccc1,-0.4,training
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,-2.84,training
Oc1ccc(Br)cc1,-1.09,training
CC(C)Br,-1.59,training
CC(C)CC(C)(C)C,-4.74,training
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.89,training
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.796,training
CCC,-1.94,training
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],-1.989,training
Nc1cccc2nc3ccccc3cc12,-4.22,training
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49,test
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.666,training
c1cc2c3c(cccc3c1)CC2,-4.63,training
Brc1ccc(Br)cc1,-4.07,training
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,-2.82,training
Oc1ccc(-c2ccccc2)cc1,-3.48,training
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56,training
C=COCC,-0.85,training
C#CCC,-1.24,training
COc1ncnc2nccnc12,-1.11,training
CCCCC(C)(O)CC,-1.6,training
Clc1ccc(Cl)cc1,-3.27,training
CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.47,training
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,training
Cc1c[nH]c2ccccc12,-2.42,training
COc1ncc2nccnc2n1,-1.11,training
CNC(=O)Oc1ccccc1C1OCCO1,-1.57,training
CC(C)CNC(=O)N1CCNC1=O,-2.15,training
CC#N,0.26,training
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.7,training
CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,-3.59,training
ClCC(Cl)(Cl)Cl,-2.18,test
CCCCO,0.0,training
CC1CCCCC1NC(=O)Nc1ccccc1,-4.11,training
Clc1cc(Cl)cc(Cl)c1,-4.48,training
O=Cc1ccco1,-0.1,test
CC(C)CCO,-0.51,valid
O=Cc1ccc2c(c1)OCO2,-1.63,training
C=C(C)C,-2.33,training
O=Cc1ccccc1,-1.19,training
C=C(C)C(=C)C,-2.4,training
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,-4.71,training
CN1C(=O)c2cccnc2Oc2ccccc21,-3.672,training
c1ccc2c(c1)Cc1ccccc1-2,-5.0,training
CC1CCCCC1,-3.85,training
N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99,training
COC(=O)c1ccc(O)cc1,-1.827,test
CC1CCCO1,0.11,training
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,valid
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.85,training
CCCI,-2.29,test
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,training
CCCO,0.62,training
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,training
CCCC(C)O,-0.29,training
O=C(c1ccccc1)C(O)c1ccccc1,-2.85,training
Cc1ccc(O)c(C)c1,-1.19,training
O=[N+]([O-])c1cccc(Cl)c1,-2.77,training
Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.624,training
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.57,training
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.92,training
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,test
CCC(C)CCO,-0.71,training
Cc1ncc2nccnc2n1,-0.12,valid
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,-5.507000000000001,training
CCCCI,-2.96,training
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.081,training
FC(F)(F)c1ccccc1,-2.51,training
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,test
c1ccc2c(c1)sc1ccccc12,-4.38,training
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-7.8,training
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01,training
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.893,training
OC(c1ccccc1)C(O)c1ccccc1,-1.93,training
COC(=O)c1ccccc1C(=O)OC,-1.66,training
CCCCCCCC(=O)OCC,-3.39,training
CCSSCC,-2.42,valid
CCOCCOCC,-0.77,training
Clc1cc(Cl)c(Cl)cc1Cl,-5.56,training
Nc1ccc(-c2ccc(N)cc2)cc1,-2.7,valid
C=CCCCCC,-3.73,training
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,training
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,training
Nc1ccccc1Cl,-1.52,training
COc1cccc(Cl)c1,-2.78,test
CCCCN(CC)C(=O)SCCC,-3.53,valid
CCCCOC=O,-1.37,training
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.18,training
ClC(Cl)Br,-1.54,training
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,training
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,training
O=Cc1ccc(O)cc1,-0.96,training
CBr,-0.79,training
Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-3.8,training
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.839,training
CCc1ccc2ccccc2c1,-4.29,training
Cc1c[nH]c(=O)nc1N,-1.4580000000000002,training
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92,training
O=C(Nc1ccccc1)c1ccccc1I,-4.21,training
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.685,training
Fc1ccccc1Br,-2.7,test
Oc1ccc(Cl)cc1Cl,-1.55,training
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.291,training
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.16,training
CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.907,training
C1CCCC1,-2.64,test
Cc1ccccc1N,-2.21,training
C=CCc1ccc(OC)cc1,-2.92,training
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,training
C=CC(C)C,-2.73,training
Oc1ccccn1,1.02,test
CC,-1.36,training
Clc1ccccc1Cl,-3.05,valid
Sc1nc2ccccc2s1,-3.18,training
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.6,training
COc1c2occc2cc2ccc(=O)oc12,-3.664,training
CC(N)=O,1.58,training
Cc1cccc2ccccc12,-3.7,training
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,training
CC(O)C(C)(C)C,-0.62,training
CCCC(=O)OCC,-1.36,training
CC1=CC(=O)c2ccccc2C1=O,-3.03,training
c1ccc2c(c1)ccc1ccccc12,-5.26,training
Cc1ccnc(C)c1,0.38,training
CCCCCCCCCO,-3.01,training
BrCBr,-1.17,training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,training
Cc1ccc2cc(C)ccc2c1,-4.89,training
CCSC(=O)N(CC(C)C)CC(C)C,-3.68,valid
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22,valid
Nc1cccc([N+](=O)[O-])c1,-2.19,training
CCCCCl,-2.03,valid
O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,-4.19,training
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.445,training
Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2,training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,training
CCN1c2ccccc2N(C)C(=S)c2cccnc21,-4.706,valid
CC1CO1,-0.59,training
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.796,training
CCNC(=S)NCC,-1.46,training
Oc1cc(Cl)cc(Cl)c1Cl,-2.67,training
CCCCC(=O)OC,-1.34,training
Nc1ccccc1,-0.41,training
Cc1cccc2c(C)cccc12,-4.678999999999999,training
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.63,training
C1=Cc2cccc3cccc1c23,-3.96,test
CCCCCOC(=O)CC,-1.28,training
CCNc1nc(NC(C)C)nc(OC)n1,-2.084,test
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.699,training
CCBr,-1.09,test
CCC#CCC,-1.99,training
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.292999999999999,training
C=C(C)CC,-2.73,training
Oc1cccc2cccnc12,-2.42,training
c1ccc2c(c1)CCCC2,-4.37,test
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.9,training
Brc1cc(Br)cc(Br)c1,-5.6,training
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,training
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,training
C=CCc1ccc(O)c(OC)c1,-1.56,training
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.7080000000000002,valid
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,training
CCOC(C)OCC,-0.43,training
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,training
CCCCOCCO,-0.42,training
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,training
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,-4.047,test
c1ccc2ncccc2c1,-1.3,training
COC(=O)c1cc(O)c(O)c(O)c1,-1.24,test
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,training
O=c1[nH]c2cc(Cl)ccc2o1,-2.8310000000000004,training
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.92,valid
O=C1NC(=O)C(=O)C(=O)N1,-1.25,training
ClCCCCl,-1.62,training
Fc1cccc(Br)c1,-2.67,training
Clc1ccc(Br)cc1,-3.63,test
CC(C)C(C)C,-3.65,training
C=CCC,-1.94,training
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68,training
Nc1cc[nH]c(=O)n1,-1.155,training
FC(F)(Cl)C(F)(Cl)Cl,-3.04,training
CCC#N,0.28,valid
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51,training
COc1ccccc1[N+](=O)[O-],-1.96,valid
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,training
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,training
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,training
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,training
COC1=C(OC)C2C(=O)OCC2C=C1,-1.899,training
OCC(O)CO,1.12,valid
COc1ccccc1O,-1.96,training
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67,training
Cc1c2ccccc2cc2ccccc12,-5.89,training
Cc1cc(=O)n(-c2ccccc2)n1C,0.715,valid
CCCCOC,-0.99,valid
Cc1cnc2cncnc2n1,-0.8540000000000001,training
CCNc1nc(Cl)nc(NCC)n1,-4.55,training
CC(=O)N(C)C,1.11,training
CSc1nc(N(C)C)nc(N(C)C)n1,-2.676,training
C=C,-0.4,training
CC(C)(C)CCO,-0.5,training
C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.614,training
Oc1ccc(Cl)c(Cl)c1Cl,-2.67,training
COc1ccccc1,-1.85,training
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,training
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16,training
CCc1ccc(C)cc1,-3.11,training
CC(C)SC(C)C,-2.24,training
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.29,training
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,training
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.21,training
Nc1ccc(Cl)cc1,-1.66,training
CCCC(C)(C)CO,-1.52,training
c1ccoc1,-0.82,training
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,valid
CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.1710000000000003,training
CC(C)(C)c1ccccc1,-3.66,training
CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,training
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,training
CCCOC,-0.39,training
CC(=O)OC(C)C,-0.55,training
Brc1ccccc1,-2.55,training
CCOC(=O)c1ccc(O)cc1,-2.35,training
CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.071000000000001,training
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,training
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-9.332,test
O=c1[nH]cnc2[nH]ncc12,-2.266,training
C=CCl,-1.75,training
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98,training
BrC(Br)(Br)Br,-3.14,valid
CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,-4.871,valid
O=C1NC(=O)c2ccccc21,-2.61,training
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,training
COC(=O)c1ccccc1,-1.85,training
Cn1ccc(=O)[nH]c1=O,-0.807,training
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73,valid
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47,training
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,training
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,training
C1=CCCC1,-2.1,training
O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99,training
CCCCCCCCC,-5.88,training
Oc1ccccc1Cl,-1.06,test
Cc1cc2ccccc2c2ccc3ccccc3c12,-6.59,training
CCOc1ccccc1,-2.33,valid
CCOC(=O)C=Cc1ccccc1,-3.0,training
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.484,training
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,-3.499,training
Cc1ccc(S(N)(=O)=O)cc1,-1.74,training
C#CC(C)OC(=O)Nc1cccc(Cl)c1,-2.617,training
CCCCCC(C)C,-5.08,training
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.176,valid
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.5380000000000003,training
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.754,training
CCC(O)C(C)C,-0.7,training
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,-2.3,training
